URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/condition-stage,4.0.1,draft,"2.16.840.1.113883.4.642.3.170",ConditionStage,Condition Stage,"Example value set for stages of cancer and other conditions.","StructureDefinition/condition-314e,StructureDefinition/condition-diagnosis-314e,StructureDefinition/condition-problem-healthconcern-314e","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/condition-314e,StructureDefinition/condition-diagnosis-314e,StructureDefinition/condition-problem-healthconcern-314e","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/condition-314e,StructureDefinition/condition-diagnosis-314e,StructureDefinition/condition-problem-healthconcern-314e","THO"
http://hl7.org/fhir/ValueSet/consent-content-class,4.0.1,draft,"2.16.840.1.113883.4.642.3.747",ConsentContentClass,Consent Content Class,"This value set includes the FHIR resource types, along with some other important content class codes","StructureDefinition/contract-314e","hl7.fhir.r4.core,Other"
http://hl7.org/fhir/ValueSet/consistency-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.389",FluidConsistencyTypeCodes,Fluid Consistency Type Codes,"FluidConsistencyType :  Codes used to represent the consistency of fluids and liquids provided to the patient. This value set includes concepts from [SNOMED CT](http://snomed.info/sct)(US Extension) where concept is a 435681000124103  (Dietary liquid consistency diet (regime/therapy)). It is provided as a suggestive example.","StructureDefinition/nutritionorder-314e","SCT"
http://hl7.org/fhir/ValueSet/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/patient-314e,StructureDefinition/contactpoint-314e,StructureDefinition/practitioner-314e,StructureDefinition/organization-314e,StructureDefinition/practitionerrole-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/patient-314e,StructureDefinition/contactpoint-314e,StructureDefinition/practitioner-314e,StructureDefinition/organization-314e,StructureDefinition/practitionerrole-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contactentity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.416",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","StructureDefinition/organization-314e","THO"
http://hl7.org/fhir/ValueSet/contract-action,4.0.1,draft,"2.16.840.1.113883.4.642.3.739",ContractActionCodes,Contract Action Codes,"This value set includes sample Contract Action codes.","StructureDefinition/contract-314e","THO"
http://hl7.org/fhir/ValueSet/contract-actionstatus,4.0.1,draft,"2.16.840.1.113883.4.642.3.1303",ContractResourceActionStatusCodes,Contract Resource Action Status codes,"This value set contract specific codes for action status.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contract-actorrole,4.0.1,draft,"2.16.840.1.113883.4.642.3.741",ContractActorRoleCodes,Contract Actor Role Codes,"This value set includes sample Contract Actor Role codes.","StructureDefinition/contract-314e","THO"
http://hl7.org/fhir/ValueSet/contract-assetcontext,4.0.1,draft,"2.16.840.1.113883.4.642.3.1297",ContractResourceAssetContextCodes,Contract Resource Asset Context codes,"This value set contract specific codes for asset context.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contract-assetscope,4.0.1,draft,"2.16.840.1.113883.4.642.3.1293",ContractResourceAssetScopeCodes,Contract Resource Asset Scope codes,"This value set contract specific codes for asset scope.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contract-assetsubtype,4.0.1,draft,"2.16.840.1.113883.4.642.3.1301",ContractResourceAssetSub-TypeCodes,Contract Resource Asset Sub-Type codes,"This value set contract specific codes for asset subtype.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contract-assettype,4.0.1,draft,"2.16.840.1.113883.4.642.3.1299",ContractResourceAssetTypeCodes,Contract Resource Asset Type codes,"This value set contract specific codes for asset type.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contract-content-derivative,4.0.1,draft,"2.16.840.1.113883.4.642.3.745",ContractContentDerivationCodes,Contract Content Derivation Codes,"This is an example set of Content Derivative type codes, which represent the minimal content derived from the basal information source at a specific stage in its lifecycle, which is sufficient to manage that source information, for example, in a repository, registry, processes and workflows, for making access control decisions, and providing query responses.","StructureDefinition/contract-314e","THO"
http://hl7.org/fhir/ValueSet/contract-decision-mode,4.0.1,draft,"2.16.840.1.113883.4.642.3.1291",ContractResourceDecisionModeCodes,Contract Resource Decision Mode codes,"This value set contract specific codes for decision modes.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contract-definition-subtype,4.0.1,draft,"2.16.840.1.113883.4.642.3.1212",ContractResourceDefinitionSubtypeCodes,Contract Resource Definition Subtype codes,"This value set contract specific codes for status.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contract-definition-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.1210",ContractResourceDefinitionTypeCodes,Contract Resource Definition Type codes,"This value set contract specific codes for status.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contract-expiration-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.1214",ContractResourceExpirationTypeCodes,Contract Resource Expiration Type codes,"This value set contract specific codes for status.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contract-legalstate,4.0.1,draft,"2.16.840.1.113883.4.642.3.1206",ContractResourceLegalStateCodes,Contract Resource Legal State codes,"This value set contract specific codes for status.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contract-party-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.1224",ContractResourcePartyRoleCodes,Contract Resource Party Role codes,"This value set contract specific codes for offer party participation.","StructureDefinition/contract-314e","hl7.fhir.r4.core"
